Released_on,place_matches_cleaned,Text_Length,Sentiment_Score,View_Class,Engagement_Ratio,Like_Ratio,Day_of_Week,cast_jethalal,cast_daya,cast_bhide,cast_taarak,cast_tapu,cast_champaklal,cast_sodhi,cast_anjali,cast_sonu,cast_goli,cast_madhavi,cast_hathi,cast_roshan,cast_popatlal,cast_babita,cast_iyer,cast_bagha,cast_sundar,cast_nattu
2022-11-16,UNKNOWN_LOCATION,23,0.0,Low,0.019469962089477776,1.2306943759568716,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022-11-17,UNKNOWN_LOCATION,36,0.0,Low,0.01871044687157407,1.3222796046605818,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-18,UNKNOWN_LOCATION,23,0.0,Low,0.05321459175408599,1.4754332489464683,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-19,UNKNOWN_LOCATION,26,0.0,Average,0.01943968744341927,1.244634016390102,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-21,UNKNOWN_LOCATION,24,0.0,Low,0.013108645461945952,1.3272309615346578,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-22,UNKNOWN_LOCATION,28,0.0,Low,0.014027786117638628,1.3410664447787117,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-23,UNKNOWN_LOCATION,32,0.0,Low,0.01794282426241071,1.381236549326783,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-24,Gokuldham Society,34,0.0,Average,0.015312936736667105,1.2023425770916956,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
2022-11-25,Gokuldham Society,36,0.0,Low,0.01885913909406615,1.2999040179946473,4,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
2022-11-26,UNKNOWN_LOCATION,26,0.0,Low,0.013038999192141364,1.3282999766836128,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-28,Gokuldham Society,29,0.0,Low,0.022194809685347688,1.3566869457138317,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0
2022-11-29,Gokuldham Society,26,-0.5,Low,0.01538147979557562,1.1204175429422791,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2022-11-30,UNKNOWN_LOCATION,33,0.5,Average,0.01393772312102266,1.248851312369745,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-01,UNKNOWN_LOCATION,33,-0.5,Low,0.02667439575021172,1.525059892849541,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2022-12-02,UNKNOWN_LOCATION,36,0.0,Low,0.018769073619886556,1.2049655028036304,4,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-12-03,UNKNOWN_LOCATION,36,0.0,Low,0.02315429153284118,1.4191820441854293,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-12-05,UNKNOWN_LOCATION,34,0.0,Low,0.015324088842186905,1.3769006561211916,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-12-06,UNKNOWN_LOCATION,23,0.5,Low,0.028059932096363822,1.3426782470449603,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2022-12-07,UNKNOWN_LOCATION,31,0.0,Low,0.03298129444030743,1.4397328435677337,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2022-12-08,UNKNOWN_LOCATION,29,0.0,Low,0.019148379183435444,1.3871862528027938,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2022-12-09,Gokuldham Society,23,-0.5,Average,0.005579757163094833,0.7274241312097843,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
2022-12-10,UNKNOWN_LOCATION,28,0.0,Low,0.026311173478337137,1.24345159196162,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-12-12,UNKNOWN_LOCATION,23,0.0,Low,0.018434348360415895,1.236661919903244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2022-12-13,Gokuldham Society,35,0.5,Low,0.026483082945985417,1.2990043088036556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
2022-12-14,Gokuldham Society,24,0.0,Average,0.014945136030440552,1.1217293836069366,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
2022-12-15,UNKNOWN_LOCATION,23,0.0,Low,0.02026985055889209,1.292973601088407,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-12-16,UNKNOWN_LOCATION,29,0.0,Low,0.014176321427509839,1.0823327430887983,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-12-17,Gokuldham Society,29,0.0,Low,0.029803689127430026,1.5410851389262132,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
2022-12-19,UNKNOWN_LOCATION,27,0.0,Low,0.02801426633058274,1.3320521824618912,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-12-20,Gokuldham Society,32,0.0,Low,0.024852036760588076,1.3964802026292094,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
2022-12-21,Gokuldham Society,32,0.0,Low,0.014363249511419204,1.0560547796748714,2,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0
2022-12-22,UNKNOWN_LOCATION,22,0.0,Average,0.012846381293482218,0.9426666783806923,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-12-23,UNKNOWN_LOCATION,25,0.0,Low,0.02437639880846651,1.2224858484611878,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-12-24,Gokuldham Society,30,0.0,Average,0.022608470150391323,1.224218354845357,5,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0
2022-12-26,Gokuldham Society,28,0.0,Average,0.04874636856426759,1.3949928368300442,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
2022-12-27,UNKNOWN_LOCATION,28,0.0,Low,0.03513503049962097,1.3601919271855634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-12-28,UNKNOWN_LOCATION,30,0.0,Low,0.0206765984023163,0.961870131363362,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-12-29,UNKNOWN_LOCATION,34,0.0,Low,0.019654821671861295,1.361723372090853,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2022-12-30,UNKNOWN_LOCATION,39,0.0,Average,0.015139108088878656,0.8104985119659412,4,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
2022-12-31,UNKNOWN_LOCATION,39,0.5,Low,0.02664957740347992,1.1021123780273991,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-02,Gokuldham Society,29,0.5,Average,0.015960256962356877,0.9873827398367125,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2023-01-03,Gokuldham Society,41,0.0,Low,0.025785218506285734,1.3114127721219595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2023-01-04,UNKNOWN_LOCATION,26,0.0,Low,0.029936951513896266,1.3936510147360348,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-01-05,UNKNOWN_LOCATION,35,0.0,Low,0.04368174071736759,1.4887493266606675,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-01-06,UNKNOWN_LOCATION,30,0.0,Low,0.018306135646087716,1.4093347027273764,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-01-07,UNKNOWN_LOCATION,27,0.0,Low,0.015919755567112667,1.171524100515342,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2023-01-09,UNKNOWN_LOCATION,33,-0.25,Low,0.018913029162818975,1.4050772677640817,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-01-10,UNKNOWN_LOCATION,25,0.0,Low,0.014917918151243714,1.2680230428557158,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-01-11,UNKNOWN_LOCATION,25,0.0,Low,0.021025432317836892,1.3495734599293592,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-01-12,Gokuldham Society,25,0.0,Low,0.022160204033385002,1.3013565576828972,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
2023-01-13,UNKNOWN_LOCATION,24,0.0,Low,0.01660986237542603,1.1673066137452004,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023-01-14,UNKNOWN_LOCATION,18,-0.5,Low,0.03210115373830412,1.288021786490532,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-01-16,UNKNOWN_LOCATION,31,0.5,Low,0.024035820239534118,1.333186829286159,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-01-17,UNKNOWN_LOCATION,30,0.0,Average,0.01595754509126316,0.8702554532344078,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2023-01-18,Gokuldham Society,21,0.5,Average,0.012360735352963078,0.8315798757670065,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2023-01-19,Gokuldham Society,23,0.0,Low,0.01919005049786322,1.2761742945320576,3,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0
2023-01-20,UNKNOWN_LOCATION,28,-0.5,Low,0.025395129894780384,1.3717733567561954,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2023-01-21,UNKNOWN_LOCATION,27,0.0,Low,0.0225108671003262,1.2382638223784599,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-01-23,UNKNOWN_LOCATION,22,0.0,Low,0.018626872026224997,1.2953863694281857,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-24,Gokuldham Society,22,0.0,Average,0.008553809037416461,0.8797953561348859,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2023-01-25,UNKNOWN_LOCATION,22,-0.5,Low,0.023283144345234572,1.3003833431596095,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-01-26,Gokuldham Society,28,0.0,Low,0.03090746235724999,1.0436740829983566,3,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0
2023-01-27,UNKNOWN_LOCATION,29,0.0,Low,0.026047283588200673,1.3231106123030916,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-28,UNKNOWN_LOCATION,29,0.0,Low,0.026300445370749437,1.3800290297368714,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-30,UNKNOWN_LOCATION,24,0.0,Low,0.023406071902358775,1.2556048554899744,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-31,UNKNOWN_LOCATION,27,0.0,Low,0.04329151596024862,1.2690065667029533,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-01,Gokuldham Society,28,0.0,Low,0.016767842455235746,1.2116972468967724,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2023-02-02,UNKNOWN_LOCATION,20,0.0,Low,0.021764460591501264,1.2135737055035065,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-03,Gokuldham Society,27,0.0,Average,0.00922931376841138,0.7675376227562951,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2023-02-04,UNKNOWN_LOCATION,23,0.0,Low,0.026061436583713724,0.9707048633391802,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-06,UNKNOWN_LOCATION,22,0.0,Average,0.01150412284154832,0.9897292915015448,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-07,Gokuldham Society,20,0.0,Average,0.020975707095226122,1.1031565955213,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2023-02-08,UNKNOWN_LOCATION,22,0.0,Low,0.040984356887668494,1.1746386486982168,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-02-09,UNKNOWN_LOCATION,24,0.0,Average,0.01724965836424892,0.9322574878588369,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-02-10,Gokuldham Society,26,0.0,Low,0.019278270876151728,1.1027901870860253,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
2023-02-11,Gokuldham Society,35,0.0,Low,0.01756606564455148,0.9537799054059156,5,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
2023-02-13,UNKNOWN_LOCATION,23,0.0,Low,0.018496446120718883,1.072869216941087,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023-02-14,Gokuldham Society,34,0.0,Good,0.009507743853214434,0.7587412913732682,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2023-02-15,Gokuldham Society,28,0.0,Average,0.024721952944384593,1.0447047824243396,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
2023-02-16,Gokuldham Society,31,0.0,Average,0.03310934631642854,0.9903068154982677,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2023-02-17,Gokuldham Society,28,0.0,Low,0.038844663913839346,1.3630515705778572,4,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
2023-02-18,UNKNOWN_LOCATION,28,0.0,Average,0.027671755423426876,1.1247698895881146,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-20,Gokuldham Society,28,0.0,Average,0.01350583435772164,1.1290298959869953,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
2023-02-21,UNKNOWN_LOCATION,23,0.5,Average,0.023660454031947765,1.0366313308971222,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-02-22,UNKNOWN_LOCATION,22,0.0,Average,0.05235668926191686,1.4725138705078866,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-23,Gokuldham Society,33,0.0,Average,0.027338959646971348,1.2526634865763495,3,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
2023-02-24,Gokuldham Society,32,0.0,Low,0.021089422256830505,1.2133493626748981,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2023-02-25,UNKNOWN_LOCATION,27,0.0,Average,0.01753392755995711,0.9893175762950738,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-02-27,UNKNOWN_LOCATION,31,0.5,Low,0.022245873608542414,1.2818483641493728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-02-28,UNKNOWN_LOCATION,30,0.0,Low,0.01962283937660491,1.1770084659684474,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2023-03-01,UNKNOWN_LOCATION,32,0.0,Average,0.012231192562859336,1.0580880919267655,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2023-03-02,UNKNOWN_LOCATION,29,0.0,Average,0.018059380632703455,1.1592101736194758,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-03-03,UNKNOWN_LOCATION,37,0.0,Average,0.02576174870646446,1.3672146594468046,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2023-03-04,UNKNOWN_LOCATION,27,0.0,Low,0.033153983036637066,1.311558817397425,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-03-06,UNKNOWN_LOCATION,26,0.0,Low,0.021526908635794744,1.1797524683632317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-07,Gokuldham Society,21,0.0,Low,0.04791225326179493,1.3873765071571402,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
2023-03-08,Gokuldham Society,32,0.0,Average,0.011463769396330694,0.8749177225848337,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2023-03-09,UNKNOWN_LOCATION,34,0.0,Low,0.014586619947202777,1.1032716837240275,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-10,Gokuldham Society,24,-0.5,Average,0.01720213798799878,0.9830672223190328,4,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2023-03-11,UNKNOWN_LOCATION,35,0.0,Average,0.026399355454476282,1.0054264254367455,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-03-13,UNKNOWN_LOCATION,27,-0.5,Average,0.01677024026594227,1.0860136361569026,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2023-03-14,UNKNOWN_LOCATION,40,0.0,Low,0.02270125260709698,1.3052128842705422,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-15,UNKNOWN_LOCATION,30,0.0,Average,0.0203556436539986,1.1878010129651984,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-16,UNKNOWN_LOCATION,37,0.5,Low,0.018924936133320795,1.2009166840643273,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-17,Gokuldham Society,32,0.0,Low,0.019563182091304164,1.2192279935612789,4,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
2023-03-18,UNKNOWN_LOCATION,37,0.0,Low,0.013652527865574384,1.2673900544865324,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-20,Gokuldham Society,31,0.0,Low,0.021747446640150502,1.3184717047377992,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2023-03-21,UNKNOWN_LOCATION,44,0.0,Low,0.021248339973439574,1.1921724865244903,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-22,Gokuldham Society,22,0.5,Low,0.03409492613114624,1.308784986518908,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2023-03-23,UNKNOWN_LOCATION,29,0.0,Average,0.020017178584333106,1.1031218316736229,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-03-24,UNKNOWN_LOCATION,41,0.0,Low,0.01710195088203433,1.2374932900277702,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-03-25,UNKNOWN_LOCATION,35,0.0,Low,0.030682076790532854,1.2756936994050523,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-27,Gokuldham Society,50,0.0,Low,0.025721538773884015,1.4667383104383651,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0
2023-03-28,Gokuldham Society,38,0.0,Low,0.012298906199450826,1.185561084121845,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
2023-03-29,Gokuldham Society,43,0.0,Low,0.021803347391171752,1.297333131375017,2,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0
2023-03-30,UNKNOWN_LOCATION,45,0.0,Low,0.04921831696061867,1.4036903720423932,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2023-03-31,Gokuldham Society,41,0.0,Low,0.019813248300912523,1.424626650441893,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2023-04-01,UNKNOWN_LOCATION,33,0.0,Low,0.009589699966609957,1.3713767827898178,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-04-03,Gokuldham Society,40,0.0,Hit,0.006407809739583015,0.7760644518638138,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
2023-04-04,Gokuldham Society,38,0.0,Good,0.011439827153530114,1.1336829056367914,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
2023-04-05,Gokuldham Society,35,0.0,Low,0.022036370504842754,1.435687027573446,2,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0
2023-04-06,Gokuldham Society,46,0.5,Low,0.026141892382543025,1.326323433301866,3,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2023-04-07,Gokuldham Society,34,0.5,Average,0.009667491250151802,1.0701366241974573,4,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
2023-04-08,Gokuldham Society,33,0.5,Average,0.02109137064591676,1.2176429401681101,5,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0
2023-04-10,Gokuldham Society,32,0.5,Low,0.021090762431061883,1.3411134812523473,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0
2023-04-11,UNKNOWN_LOCATION,31,0.0,Low,0.019737526524527975,1.3110847944090784,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
2023-04-12,UNKNOWN_LOCATION,40,0.0,Low,0.021221438475914872,1.3991680231506602,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2023-04-13,UNKNOWN_LOCATION,50,0.0,Low,0.026535491674489486,1.356218074486579,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-04-14,UNKNOWN_LOCATION,42,0.5,Low,0.023005871025826356,1.3677624344921409,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-04-15,UNKNOWN_LOCATION,27,0.0,Low,0.020927971978546994,1.2803696540734737,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-17,UNKNOWN_LOCATION,39,0.0,Low,0.021785183835393594,1.273720654899274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2023-04-18,UNKNOWN_LOCATION,43,0.0,Low,0.02240820452958404,1.399991662063431,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2023-04-19,UNKNOWN_LOCATION,57,0.0,Low,0.01816826512793573,1.3222344266822255,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-04-20,UNKNOWN_LOCATION,23,0.0,Low,0.0289770717351872,1.3488764171795147,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-21,UNKNOWN_LOCATION,28,0.0,Low,0.027343936704344242,1.3107304943805986,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2023-04-22,UNKNOWN_LOCATION,29,0.0,Low,0.019001850470903418,1.2927886872704173,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-04-24,UNKNOWN_LOCATION,31,0.5,Low,0.023894891587542634,1.2561192755359976,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2023-04-25,UNKNOWN_LOCATION,35,0.0,Low,0.024813362950308854,1.2790811420827477,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-26,UNKNOWN_LOCATION,33,0.0,Low,0.01144007861076534,1.1636302475678468,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-04-27,UNKNOWN_LOCATION,30,0.0,Low,0.02858148170500495,1.3725943445104767,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2023-04-28,UNKNOWN_LOCATION,27,0.0,Average,0.011329118795876517,1.07249649172323,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2023-04-29,Gokuldham Society,42,0.0,Low,0.018506375071805803,1.4031683342015997,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
2023-05-01,Gokuldham Society,35,0.0,Low,0.01945800115793013,1.5201911579500258,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0
2023-05-02,UNKNOWN_LOCATION,30,0.0,Low,0.0331424425761657,1.478444301029528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2023-05-03,UNKNOWN_LOCATION,39,0.0,Low,0.046143596452646214,1.3892333336501745,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-05-04,UNKNOWN_LOCATION,27,0.0,Low,0.017202709100684496,1.2703423288957365,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-05,UNKNOWN_LOCATION,21,0.0,Low,0.024261639827677563,1.1044445596332388,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-05-06,UNKNOWN_LOCATION,18,0.0,Good,0.016211995671924287,1.0673452970044062,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-05-08,UNKNOWN_LOCATION,35,0.0,Low,0.03133688982821159,1.4177141004797658,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-05-09,UNKNOWN_LOCATION,38,0.0,Low,0.045295320461249663,1.3134804907481898,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2023-05-10,UNKNOWN_LOCATION,31,-0.5,Low,0.03189323859611559,1.3906944109244228,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-11,UNKNOWN_LOCATION,28,0.0,Average,0.019083825401115136,1.1976912194775802,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-12,UNKNOWN_LOCATION,33,0.5,Low,0.03272707016126786,1.3278834637774002,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-13,UNKNOWN_LOCATION,21,0.0,Low,0.02233666978978786,1.2442996350562663,5,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2023-05-15,Gokuldham Society,30,0.0,Low,0.035612054004102146,1.501115694096964,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2023-05-16,Gokuldham Society,33,0.0,Low,0.022306719438771126,1.2011520363237982,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
2023-05-17,UNKNOWN_LOCATION,32,0.0,Low,0.025049554553573373,1.3303072801210423,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-05-18,UNKNOWN_LOCATION,47,0.0,Low,0.04981999095786779,1.299340669686595,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2023-05-19,UNKNOWN_LOCATION,29,0.0,Low,0.05823659137286384,1.329464815006015,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023-05-20,UNKNOWN_LOCATION,24,0.5,Low,0.0332789390709912,1.2763766819024132,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
